text,true_label,predicted_label,prob_fake
the tribeca film festival announces winners the new york times the tribeca film festival announced its winners thursday with movies from feature directors and seasoned veterans taking prizes the founders award for best narrative feature went to the comedy dean the directorial debut of demetri martin who also wrote and stars in the movie the best international feature prize went to junction an israeli film with a palestinian rapper at its center craig atkinson s do not resist about the militarization of police forces in the united states won the prize for best documentary feature all three awards come with prizes priscilla anany won the prize for best new narrative director for her ghanaian film children of the mountain about a woman who faces scrutiny when her child is born with birth defects the albert maysles new documentary director prize went to david feige for untouchable which looks at the effect of strict sex offender laws in the united states the nora ephron prize awarded to a female director or screenwriter was given to rachel tunnard for her dark comedy adult life skills about a young woman who moves back to her hometown and into a shed in her mother s backyard the festival continues through april with additional screenings of some of the prizewinning films to be held this weekend the festival s audience awards will be announced april,0,1,0.9939274849207932
taiwan activist to be tried for subversion in china in open hearing beijing reuters china will on monday put on trial a taiwanese activist who disappeared while on a visit to the mainland in march on suspicion of subverting state power in what court authorities said would be an open trial lee ming che a community college teacher and human rights advocate went missing on his march visit but authorities later confirmed he had been detained straining already tense ties between the mainland and the self ruling island lee s trial will begin first thing on monday morning at the intermediate people s court of yueyang city in the central province of hunan a woman who answered the telephone at the court told reuters authorities have video streamed or live blogged increasing numbers of court proceedings in recent years as part of a push towards judicial transparency but rights activists say that in sensitive cases holding open hearings is a tool for authorities to demonstrate state power and that usually the defendant has agreed to an outcome photographs of a billboard announcement of the trial date and time which circulated online on friday were genuine the woman at the court confirmed the announcement said lee would stand trial alongside another man peng yuhua who is suspected of the same crime it is not clear who peng is or what his relationship to lee is if any lee ching yu lee s wife who has been campaigning for his release was contacted this week by a man who said he was her husband s lawyer and who told her to come to the mainland for the trial taiwan s mainland affairs council said on thursday the council said the taiwan government would help her apply for travel documents and arrange lawyers to go with her lee s case has strained relations between taipei and beijing which have been difficult for decades but particularly tense since president tsai ing wen leader of taiwan s independence leaning democratic progressive party took office last year beijing regards the island as a breakaway province and it has never renounced the use of force to bring it back under mainland control proudly democratic taiwan has shown no interest in being run by communist party rulers in beijing,0,1,0.9935089889021843
media couldn t be found during benghazi scandal but watch them sprint after hillary s scooby van to catch her first campaign stop not that anyone should be surprised by the lap dog mentality of these second rate liberal hack journalists they re the reason the most crooked woman in america is even a contender in this race,0,1,0.9917652675025673
assange clinton campaign tried to hack wikileaks assange s internet link intentionally severed by state party wikileaks rt world news icon bookmark b icon bookmark icon camera icon check icon chevron down icon chevron left icon chevron right icon chevron up icon close icon v compress icon download icon edit icon v expand icon fb icon file icon filter icon flag ru icon full chevron down icon full chevron left icon full chevron right icon full chevron up icon gp icon ins icon mail icon move icon music icon muted icon nomuted icon ok icon v pause icon v play icon search icon share icon sign in icon sign up icon stepback icon stepfor icon swipe down icon tag icon tags icon tg icon trash icon tw icon vk icon yt icon wt icon fm esp de fr rs where to watch schedule rt news app question more kiev trying to hide catastrophe of encircled troops moscow russia ukraine conflict live russia former soviet union world news business india africa rt features analysis opinion entertainment shows projects kiev trying to hide catastrophe of encircled troops moscow russia ukraine conflict russian military thwarts ukrainian special forces op in encircled town mod oct home world news assange s internet link intentionally severed by state party wikileaks julian assange neil hall reuters wikileaks has activated contingency plans after its co founder s internet service was intentionally cut off by a state actor the media organization said in a tweet update wikileaks says ecuador cut off assange s internet after new clinton emails published julian assange s internet link has been intentionally severed by a state party we have activated the appropriate contingency plans wikileaks october the internet is one of the few if not only available ways for julian assange who has been locked up in the ecuadorian embassy in london for more than four years to maintain contact with the outside world read more wikileaks cancels assange s live balcony appearance over security concerns facing extradition to sweden over allegations of rape which he denies the australian computer programmer has been holed up in the embassy in west london since he claims the extradition is actually a bid to move him to a jurisdiction from which he can then be sent to the us which is known to be actively investigating wikileaks the unverified claims of state sabotage come as wikileaks continues to release damaging documents most recently thousands of hacked emails from hillary clinton s campaign manager john podesta earlier this month assange claimed his organization would aim to publish documents every week in the run up to us election day on november clinton s campaign has made unsubstantiated claims that wikileaks is working with the russian government to help defeat the democrat in favor of trump last week the fbi reissued a statement saying it was working to determine the accuracy nature and scope of cyber intrusions but did not name any suspected perpetrators read more podesta files top revelations from leaked clinton campaign emails the ninth release of podesta emails occurred on sunday bringing the total number of leaked files to over among the hundreds of emails released are discussions about clinton s appeal among black voters her email apologies and chelsea clinton being described by one of her father s longtime aides as a backstabber the batch also comes amid revelations of clinton s cozy relationship with the mainstream media and how they work closely to control the media landscape and set up stories that show her in a favorable light earlier this month it emerged that hillary clinton reportedly wanted to drone wikileaks founder julian assange when she was the us secretary of state according to true pundit clinton and the state department were under pressure to silence the whistleblower in the months before wikileaks dumped some diplomatic cables from to dubbed cablegate unidentified state department sources claimed clinton asked can t we just drone this guy read more hillary clinton considered drone attack on julian assange report you can share this story on social media follow rt on dear readers thank you for your vibrant engagement with our content and for sharing your points of view please note that we have switched to a new commenting system to leave comments you will need to register we are working on some adjustments so if you have questions or suggestions feel free to send them to please check our commenting policy show comments you use your browser with disabled javascript please enable javascript for comments more top stories zelensky silencing critics with lawfare politico the ukrainian leader has been clearing the field of potential rivals in the event of a presidential election lawmakers claim latest top stories venezuela seeking military aid from russia china and iran wapo us air force almost fighter jets short of major target media activist detained after ryanair affair is kgb lukashenko eu nation to seek exemption from us sanctions on russian oil giants pm top idf lawyer quits over video leak of detainee sexual abuse restarting us nuclear tests could take years wapo leader of tanzanian semi autonomous region wins re election rt features we had the bible and they had the land how the west plundered africa under the guise of christ feature from pagan shadows to soviet nightmares inside russia s unique thousand year horror story feature russia s forgotten constitution here s how the tsar tried to outrun a revolution feature top stories zelensky silencing critics with lawfare politico the ukrainian leader has been clearing the field of potential rivals in the event of a presidential election lawmakers claim latest top stories venezuela seeking military aid from russia china and iran wapo us air force almost fighter jets short of major target media activist detained after ryanair affair is kgb lukashenko eu nation to seek exemption from us sanctions on russian oil giants pm top idf lawyer quits over video leak of detainee sexual abuse restarting us nuclear tests could take years wapo leader of tanzanian semi autonomous region wins re election subscribe to rt newsletter to get news highlights of the day right in your mailbox we offer you the possibility to receive rt s news highlights every monday wednesday and friday by email subscribe rt features we had the bible and they had the land how the west plundered africa under the guise of christ feature from pagan shadows to soviet nightmares inside russia s unique thousand year horror story feature russia s forgotten constitution here s how the tsar tried to outrun a revolution feature podcasts all podcasts the us knows a liberated palestine means the end of their control of the middle east prof jason hickel venezuela is next esp de fr rs rt news app news russia former soviet union business africa india rt features analysis opinion entertainment shows projects live applications where to watch schedule sponsored content terms of use privacy policy about rt rt promo hall of fame contact info feedback complaints vacancies autonomous nonprofit organization tv novosti all rights reserved this website uses cookies read rt privacy policy to find out more accept cookies add to home screen,0,1,0.9912263996078249
putin issues international arrest warrant for george soros dead or alive share on facebook share russia have officially declared that billionaire george soros is a wanted man in their country citing him and his organizations as a threat to russian national security putin banned soros from russia last year due to the fact that soros helped to nearly destroy the russian economy in the early s veteranstoday com reports matt taibbi of the rolling stone said of goldman sachs six years ago the first thing you need to know about goldman sachs is that it s everywhere the world s most powerful investment bank is a great vampire squid wrapped around the face of humanity relentlessly jamming its blood funnel into anything that smells like money in fact the history of the recent financial crisis which doubles as a history of the rapid decline and fall of the suddenly swindled dry american empire reads like a who s who of goldman sachs graduates obviously soros wants to be like goldman sachs phil butler puts it well when he says george soros has a finger in every political pie there is if there is a crisis on our world it s a safe bet he s had a hand in it one can say that soros and goldman sachs are ideologically part of the same brotherhood their strategy is a little different but the end result is the destruction of lives via the economic system be it capitalism or socialism and political manipulation that s why soros seems to think that he is invincible he thinks he can move the political and economic planet in a few blinks of an eye and no one can tell him to stop in fact he writes books such as the alchemy of finance soros thinks he can kill political stability throughout europe and indeed in america with no challenge soros is certainly old but he doesn t want to be obsolete his organization has recently been caught conducting covert operations designed to destabilize russia here is an interesting quote from the leaked files of soros open society foundation our inclination is to engage in activities and with actors that will understand and counter russian support to movements defending traditional values naming and shaming from us is problematic we are also in the business of channeling money into other countries for political purposes,0,1,0.9906146468648382
dem rep hits one of our most hypocritical allies hard with a single potent word there are things that with all the excitement going on at both the rnc and the dnc are getting overlooked right now however representative hank johnson d ga spoke on one such issue that needs much closer attention that of illegal israeli settlements in palestine johnson has a choice word for the settlers and it s bang on target there has been a steady stream of israeli settlers almost like termites can get into a residence and eat before you know that you ve been eaten up and you fall in on yourself and they are for the past several decades israel has been eating up palestinian land and treating palestinian citizens like subjects and much worse while their leader bibi netanyahu says israel must occupy all the land in order to ensure their own safety there s no regard for the people already living there termites stream in and eat the wood of our houses israelis stream in and eat the houses of palestinians an apt description if there ever was one johnson went on to say you see one home after another being appropriated by jewish people who come in to claim that land just because somebody did not spend the night there the home their palestinian ancestors lived in for generations becomes an israeli home and a flag goes up the palestinians are barred from flying flags in their own neighborhoods nobody in the u s would tolerate being told they can t fly the american flag nobody but we ll gladly call a country that does this and so much more with glee an ally disgusting why is this so important right now don t we have more important things to worry about the answer to those questions is yes and no it isn t just important because we re busy supporting an apartheid state or because of israel s gross human rights violations it isn t just because we shouldn t support them if we re going to call ourselves the bastion of freedom we think we are it s also because our support of israel has poisoned many of our leaders to the point where they actually want to criminalize freedom of expression the bds movement which stands for boycott divest and sanction is under attack here because of our blind love for israel staunch supporters of israel have been quietly criminalizing that movement despite the fact that this very same thing helped bring about an end to apartheid in south africa boycotts are also a staple of american protest yet the pro israel crowd would destroy freedom of expression in dogged support of an ally that maybe shouldn t be an ally staunch defenders of the constitution would tear up the first amendment before denouncing israel it s sick israel uses us sure some may say that we need them for intelligence on more hostile middle eastern nations when a lot of our support is because of sheldon adelson his money and aipac so we send billions of dollars worth of weapons and equipment to them for which we the taxpayers are on the hook and pretend not to see their relentless and violent crawl across palestine we wouldn t turn a blind eye to termites relentless crawl through the structures of our houses though ben cohen of the daily banter put it just as perfectly as rep johnson when he said israelis routinely claim that they have to defend themselves against palestinian attacks but occupying someone else s land is an attack itself so it is impossible to defend yourself if you are the person attacking so can we please stop pretending israel is being attacked as of march half of israeli jews actually supported ethnic cleansing we have white supremacists here that support the same thing we fought a war in bosnia over ethnic cleansing it s only something we must stop when we hear calls for ethnic cleansing coming from people and places we don t like israel they ve brainwashed us into thinking they re always the victim our growing problem with islamophobia isn t helping either going into the final stretch of this election cycle israel isn t just a distant foreign policy issue something to be dealt with maybe after the new president and congress take office in january israel s atrocious and disgusting policies toward palestine impact us in a direct way because our support of them could cost us our own freedom at least we have some leaders here who understand that featured image by alex wong getty images,0,1,0.9902823368458501
zoe saldana trump won because hollywood got cocky became arrogant bullies actress zoe saldana says donald trump won the election thanks in part to arrogant celebrities whose personal insults created sympathy for the republican candidate and galvanized his supporters we got cocky and became arrogant and we also became bullies the told afp saldana the face of multiple blockbuster film franchises star trek avatar and guardians of the galazy says celebrities demonizing trump only emboldened the voters who believed in him we were trying to single out a man for all these things he was doing wrong and that created empathy in a big group of people in america that felt bad for him and that are believing in his promises she said while she did not support trump s candidacy saldana says i m learning from trump s victory with a lot of humility she said she is hopeful that america under trump will not become the racially segregated society that it once was if we have people continue to be strong and educate ourselves and stand by equal rights and treat everyone with respect we won t go back to those times saldana said the actress is but one of a growing number of stars who have condemned the cockiness of celebrities during the campaign and now insists that americans rally around trump a lot of celebrities did do and shouldn t talk about politics patriots day star mark wahlberg told task purpose about a month after the election a lot of hollywood is living in a bubble you know it just goes to show you that people aren t listening to that anyway they might buy your cd or watch your movie but you don t put food on their table you don t pay their bills last week actress nicole kidman said trump is now elected and we as a country need to support whoever is the president follow jerome hudson on twitter,0,1,0.9900471193584801
manafort attorney no evidence client colluded with russia washington reuters the attorney for former trump campaign manager paul manafort said on monday there was no evidence manafort colluded with the russian government while working for the campaign and in fact his work on behalf of ukraine had ended two years earlier i think you all saw today that president donald trump was correct there is no evidence that mr manafort or the trump campaign colluded with the russian government attorney kevin downing told reporters after manafort pleaded not guilty to money laundering and other charges mr manafort represented pro european union campaigns for the ukrainians and was seeking to further democracy and to help the ukraine come closer to the united states and the eu downing said those activities ended in over two years before mr manafort served in the trump campaign,0,1,0.9896706650189916
tech privacy ally feingold leads in wisconsin senate race washington reuters next month s senate election in wisconsin could gain silicon valley a key ally in washington in the high tech industry s battle against the u s government s growing appetite for more access to private data democrat russ feingold the only lawmaker to vote against the usa patriot act in leads incumbent republican senator ron johnson in the state in opinion polls ahead of the nov election johnson rode a wave of support from conservative tea party activists to victory six years ago sweeping feingold out of office but polls this year have consistently shown feingold ahead although recent surveys show a tighter race privacy advocates and former feingold staffers said they expected feingold if returned to office to be sympathetic to the privacy concerns of technology companies and civil liberties groups on issues such as encryption and domestic spying at a time when many lawmakers are being pressured to confront security threats from islamic state and other militant groups the feingold campaign did not respond to requests for comment apple inc aapl o microsoft corp msft o and other tech giants have tussled in recent years with government agencies over how much user data the companies should be forced to retain and share with investigators hunting for criminal suspects or national security threats those tensions grew after former national security agency contractor edward snowden leaked secrets about u s surveillance practices in they reached a crescendo earlier this year when the fbi tried to force apple to unlock an iphone tied to one of the shooters in a san bernardino california attack that killed people chief among the goals of many companies and privacy advocates is reforming a foreign intelligence authority used to justify once secret broad internet surveillance programs exposed by snowden that will expire in december unless congress reauthorizes them should feingold return to capitol hill former staffers said he would probably seek a seat on the senate intelligence committee where he would have privileged access to classified information about government spying feingold s campaign has received far more contributions than johnson s from donors employed by tech companies including alphabet inc s google googl o and intel corp intc o a review of u s federal election commission records showed digital privacy activists have long regarded feingold as an ally and aggressive overseer of the intelligence community a reputation he burnished as the sole vote against the usa patriot act which was passed after the sept attacks expanding the government s surveillance capabilities in a speech from the senate floor at the time feingold raised concerns that one provision would allow the government to go on a fishing expedition and collect information on virtually anyone leaks from snowden in showed the provision feingold questioned was later secretly interpreted to conduct bulk surveillance on u s phone metadata that program was curtailed by congress in feingold was a true leader in fighting indiscriminate mass surveillance of innocent americans u s senator ron wyden an oregon democrat who also is among congressional skeptics of government spying said in a statement wisconsin typically leans democratic during high turnout presidential election years a problem for johnson who won by nearly points in running as a small government outsider it was pretty clear that was a wave election and there was nothing that feingold could have done to fend off the challenge from ron johnson said kenneth mayer a political science professor at the university of wisconsin madison johnson has attempted to use feingold s year senate record to portray him as soft on national security william allison a johnson campaign spokesman added that feingold had been willing to completely mislead wisconsinites about his weak record on national security,0,1,0.9894338814980727
u s captures ryder cup ending europe s streak the new york times chaska minn ryan moore was the last player to gain a spot on the teams for the st ryder cup on sunday exactly a week after he found out he had made the united states team he was down with three holes to play in his singles match against lee westwood when two of his teammates patrick reed and j b holmes showed up on the th hole in a show of support as reed and holmes looked on moore produced an finish to hand westwood a defeat and deliver the united states its th point clinching the americans first victory in the biennial event against a european team after losses it did not matter moore said that he was making his ryder cup debut while westwood was making his th appearance i saw both of those guys moore said and i said all right i m going to do it for my team i m going to try to flip this match somehow the americans who had lost eight of the previous ryder cups flipped their fortunes in the competition one man and one match at a time playing for one another the united states turned a lead at saturday s close into a victory its first against europe since and only its third in the past years patrick reed whose fiery demeanor and play earned him the nickname captain america gained the first point for the united states in sunday s singles matches with a victory against rory mcilroy in a showdown of showmen that featured exquisite shotmaking exchanges and a warm embrace when it was over by sundown every united states player had earned at least a point during the event the last time that happened was in when an american team captained by arnold palmer dominated a squad from britain and ireland it was the perfect tribute to palmer who died five days before this year s competition got underway at hazeltine national golf club the united states captain davis love iii whose squad squandered a lead and lost on the final day at medinah country club outside chicago said he was proud of how his players competed in the face of immense pressure but mostly proud of the way they came together as family and supported each other love said brandt snedeker a player on that losing squad in said this team was closer i think this week the underlying theme was everybody had your back he said snedeker was the only american to go unbeaten he said he could not have finished if not for the support of bubba watson who helped him get past his singles opponent andy sullivan by and watson walked with snedeker during the match on sunday and kept him loose and in a positive frame of mind after snedeker fell two holes behind after three holes watson the golfer in the world was not playing because he had been bypassed for the th and final team berth in favor of moore desiring to be included in the event watson volunteered to serve as part cheerleader part errand boy for love s team i don t know if i could have done it without him out there snedeker said of watson one of the american team s five vice captains in truth love had six assistants because everyone included phil mickelson who at qualified for his th ryder cup as part of the captain s coterie perhaps no one including love came into this competition with more pressure on his shoulders than mickelson who had spoken out against the status quo in the news conference after the americans loss in scotland in mickelson criticized the leadership style of that year s captain tom watson who was seated a few feet away his insurrection led to an overhaul of the system for selecting the players and the captain the players past and present got more input and a more collaborative process was put in place one of the changes instituted paved the way for the selection of moore mickelson s contributions to the victory ended with his record but started with that news conference in at sunday s session the first question was for mickelson he was asked what he thought of love s leadership mickelson laughed along with everyone else on the dais we had a great week this week he said we had a lot of fun together as a team and we played some great golf and we are really excited to have won when he was finished mickelson s teammates and their support crew applauded him we can t thank phil enough snedeker said adding he realized how this week turned out was going to reflect on him percent and to have shoulders that big and go out there and realize you re going to have to shoulder it one way or the other we all felt invested in that we were not going to let phil go down as a scapegoat mickelson said he felt their support all week but especially sunday in his singles match against sergio garc a it was an epic contest with the players combining for birdies by mickelson he had one bogey for a but made a clutch putt at the th hole to secure a halve with garc a and extend his career singles record to his teammates mickelson said told me all the time they had my back and it was an awesome feeling it elevated me to a different level of play having that type of support system he added i felt the support the energy and i played my best golf after his last putt dropped mickelson s feet left the ground his jump was not as high as his putt was long but it didn t matter he got his message across the margin of victory was deceptive trailing by points on sunday morning europe s captain darren clarke had in desperation his singles lineup his strategy sent shivers through the partisan crowds when no american player in the first five matches held a lead after the first nine the europeans pulled to within a point of the united states with victories in three of the first four completed singles matches but the americans finished strong led by moore and snedeker they won five of the last six matches while mickelson sat with his wife amy behind the th green soaking up the scene the european team featured six ryder cup rookies including thomas pieters who compiled a record of pieters and mcilroy are not going anywhere so the united states cannot afford to rest on this win we need to build on this mickelson said otherwise it s all for naught,0,1,0.9879204870115696
